num_distr,mouse.time,mouse.clicked_name,,num_distr,mouse.time,mouse.clicked_name,,num_distr,mouse.time,mouse.clicked_name,,,,,
10,1.8356805,target,,,,,,,,,,,,,
5,1.677226,target,,,,,,,,,,,,,
5,1.2152943,target,,,,,,,,,,,,,
5,1.535332,target,,,,,,,,,,,,,
10,1.8667853,target,,,,,,,,,,,,,
10,2.1141757,target,,,,,,,,,,,,,
5,1.6495427,target,,,,,,,,,,,,,
10,2.0164517,target,,,,,,,,,,,,,
5,1.5993882,target,,,,,,,,,,,,,
10,1.2347386,target,,,,,,,,,,,,,
10,1.4262606,target,,,,,,,,,,,,,
10,1.480486,target,,,,,,,,,,,,,
5,2.765521,target,,,,,,,,,,,,,
5,1.603573,target,,,,,,,,,,,,,
5,2.2316388,target,,,,,,,,,,,,,
5,1.2421101,target,,,,,,,,,,,,,
5,1.7437255,target,,,,,,,,,,,,,
10,2.7141013,target,,,,,,,,,,,,,
10,2.0774908,target,,,,,,,,,,,,,
5,1.5017644,target,,,,,,,,,,,,,
10,1.6441185,target,,,,,,,,,,,,,
5,1.495141,target,,,,,,,,,,,,,
5,1.1052088,target,,,,,,,,,,,,,
10,1.1734198,target,,,,,,,,,,,,,
10,1.831387,target,,,,,,,,,,,,,
5,1.295443,target,,,,,,,,,,,,,
5,1.4189747,target,,,,,,,,,,,,,
10,1.296323,target,,,,,,,,,,,,,
10,2.3625858,target,,,,,,,,,,,,,
5,1.4690788,target,,,,,,,,,,,,,
10,1.3661297,target,,,,,,,,,,,,,
5,1.5025657,target,,,,,,,,,,,,,
5,1.5049508,target,,,,,,,,,,,,,
10,1.7345287,target,,,,,,,,,,,,,
10,1.5280624,target,,,,,,,,,,,,,
5,1.4612078,target,,,,,,,,,,,,,
5,1.3055197,target,,,,,,,,,,,,,
5,1.4511376,target,,,,,,,,,,,,,
5,1.1366694,target,,,,,,,,,,,,,
5,1.2994966,target,,,,,,,,,,,,,
5,1.0496775,target,,,,,,,,,,,,,
10,1.1792499,target,,,,,,,,,,,,,
10,1.232369,target,,,,,,,,,,,,,
5,1.9619313,target,,,,,,,,,,,,,
10,1.3143001,target,,,,,,,,,,,,,
10,2.9984543,target,,,,,,,,,,,,,
5,2.561689,target,,,,,,,,,,,,,
10,2.0617352,target,,,,,,,,,,,,,
10,1.4746819,target,,,,,,,,,,,,,
5,1.7037866,target,,,,,,,,,,,,,
10,1.2886679,target,,,,,,,,,,,,,
10,1.6772656,target,,,,,,,,,,,,,
5,1.3838757,target,,,,,,,,,,,,,
10,2.4235146,target,,,,,,,,,,,,,
5,1.104843,target,,,,,,,,,,,,,
5,1.482483,target,,,,,,,,,,,,,
5,1.2706497,target,,,,,,,,,,,,,
5,1.4982768,target,,,,,,,,,,,,,
5,1.4083472,target,,,,,,,,,,,,,
10,1.7438664,target,,,,,,,,,,,,,
10,2.0641175,target,,,,,,,,,,,,,
5,1.5341668,target,,,,,,,,,,,,,
10,1.3770062,target,,,,,,,,,,,,,
10,1.2399117,target,,,,,,,,,,,,,
10,2.1297961,target,,,,,,,,,,,,,
5,1.0844432,target,,,,,,,,,,,,,
10,2.532171,target,,,,,,,,,,,,,
5,1.3914223,target,,,,,,,,,,,,,
10,3.6065364,target,,,,,,,,,,,,,
10,1.4102901,target,,,,,,,,,,,,,
10,1.6241361,target,,,,,,,,,,,,,
10,1.8355503,target,,,,,,,,,,,,,
10,1.8224551,target,,,,,,,,,,,,,
10,1.1689344,target,,,,,,,,,,,,,
5,1.8986784,target,,,,,,,,,,,,,
5,1.1533765,target,,,,,,,,,,,,,
10,2.0823996,target,,,,,,,,,,,,,
5,1.3749878,target,,,,,,,,,,,,,
5,1.1510259,target,,,,,,,,,,,,,
5,1.7420722,target,,,,,,,,,,,,,
10,1.6592448,target,,,,,,,,,,,,,
10,1.6953756,target,,,,,,,,,,,,,
10,4.0167948,target,,,,,,,,,,,,,
10,1.2055666,target,,,,,,,,,,,,,
5,1.5865056,target,,,,,,,,,,,,,
10,1.1907401,target,,,,,,,,,,,,,
10,2.1439531,target,,,,,,,,,,,,,
5,1.3418692,target,,,,,,,,,,,,,
10,1.7383114,target,,,,,,,,,,,,,
5,1.4021473,target,,,,,,,,,,,,,
5,1.820118,target,,,,,,,,,,,,,
5,1.2196109,target,,,,,,,,,,,,,
5,1.3878837,target,,,,,,,,,,,,,
5,2.0977762,target,,,,,,,,,,,,,
5,1.1215072,target,,,,,,,,,,,,,
5,1.053769,target,,,,,,,,,,,,,
5,1.0792015,target,,,,,,,,,,,,,
5,1.2161104,target,,,,,,,,,,,,,
10,1.039769,target,,,,,,,,,,,,,
10,1.4269496,target,,,,,,,,,,,,,
5,1.0401089,target,,,,,,,,,,,,,
10,1.9676019,target,,,,,,,,,,,,,
10,1.064,target,,,,,,,,,,,,,
5,1.5525615,target,,,,,,,,,,,,,
10,1.1541798,target,,,,,,,,,,,,,
10,1.788755,target,,,,,,,,,,,,,
5,1.1325165,target,,,,,,,,,,,,,
5,1.5993767,target,,,,,,,,,,,,,
5,1.5066211,target,,,,,,,,,,,,,
10,1.2014488,target,,,,,,,,,,,,,
5,1.1624493,target,,,,,,,,,,,,,
10,1.6439381,target,,,,,,,,,,,,,
10,1.6814443,target,,,,,,,,,,,,,
5,1.6433847,target,,,,,,,,,,,,,
5,1.0033462,target,,,,,,,,,,,,,
10,4.3274908,target,,,,,,,,,,,,,
5,2.3814031,target,,,,,,,,,,,,,
10,1.5624423,target,,,,,,,,,,,,,
10,1.9127414,target,,,,,,,,,,,,,
5,1.2538023,target,,,,,,,,,,,,,
10,2.2099014,target,,,,,,,,,,,,,
5,1.202985,target,,,,,,,,,,,,,
10,1.2682532,target,,,,,,,,,,,,,
5,1.1370252,target,,,,,,,,,,,,,
5,1.0693467,target,,,,,,,,,,,,,
10,2.1910189,target,,,,,,,,,,,,,
10,1.2867488,target,,,,,,,,,,,,,
10,1.0517213,target,,,,,,,,,,,,,
5,1.16851,target,,,,,,,,,,,,,
5,1.472763,target,,,,,,,,,,,,,
10,1.4926687,target,,,,,,,,,,,,,
5,0.8725084,target,,,,,,,,,,,,,
5,1.1665999,target,,,,,,,,,,,,,
10,1.4446825,target,,,,,,,,,,,,,
5,1.2987516,target,,,,,,,,,,,,,
10,1.37836,target,,,,,,,,,,,,,
5,1.0876093,target,,,,,,,,,,,,,
5,2.789886,target,,,,,,,,,,,,,
10,2.1434366,target,,,,,,,,,,,,,
10,1.2810627,target,,,,,,,,,,,,,
10,1.7110121,target,,,,,,,,,,,,,
10,1.1458072,target,,,,,,,,,,,,,
10,1.4628974,target,,,,,,,,,,,,,
10,1.1956007,target,,,,,,,,,,,,,
5,1.4230102,target,,,,,,,,,,,,,
10,1.2777683,target,,,,,,,,,,,,,
5,1.591355,target,,,,,,,,,,,,,
5,1.8339434,target,,,,,,,,,,,,,
5,0.9058585,target,,,,,,,,,,,,,
10,1.612196,target,,,,,,,,,,,,,
10,2.4130439,target,,,,,,,,,,,,,
5,1.2241232,target,,,,,,,,,,,,,
5,1.722098,target,,,,,,,,,,,,,
10,1.1286598,target,,,,,,,,,,,,,
10,1.3135187,target,,,,,,,,,,,,,
10,1.7142967,target,,,,,,,,,,,,,
5,1.6895459,target,,,,,,,,,,,,,
5,1.3187074,target,,,,,,,,,,,,,
5,0.9720585,target,,,,,,,,,,,,,
10,1.2612394,target,,,,,,,,,,,,,
5,1.2410175,target,,,,,,,,,,,,,
10,1.5101838,target,,,,,,,,,,,,,
5,1.1554089,target,,,,,,,,,,,,,
10,1.4272732,target,,,,,,,,,,,,,
10,1.6592508,target,,,,,,,,,,,,,
5,1.1737023,target,,,,,,,,,,,,,
5,1.0876825,target,,,,,,,,,,,,,
5,1.1395687,target,,,,,,,,,,,,,
10,0.9288013,target,,,,,,,,,,,,,
5,1.4392044,target,,,,,,,,,,,,,
5,1.33773,target,,,,,,,,,,,,,
10,1.0610588,target,,,,,,,,,,,,,
5,1.0377686,target,,,,,,,,,,,,,
10,1.2936133,target,,,,,,,,,,,,,
5,1.1731765,target,,,,,,,,,,,,,
5,1.4221564,target,,,,,,,,,,,,,
10,1.2473074,target,,,,,,,,,,,,,
5,1.5054472,target,,,,,,,,,,,,,
5,0.9380346,target,,,,,,,,,,,,,
5,1.020513,target,,,,,,,,,,,,,
5,1.0535422,target,,,,,,,,,,,,,
5,1.154626,target,,,,,,,,,,,,,
10,1.1628923,target,,,,,,,,,,,,,
5,1.022835,target,,,,,,,,,,,,,
10,1.395025,target,,,,,,,,,,,,,
5,0.9538337,target,,,,,,,,,,,,,
10,1.2112416,target,,,,,,,,,,,,,
5,1.0054843,target,,,,,,,,,,,,,
10,1.1126158,target,,,,,,,,,,,,,
5,1.0390099,target,,,,,,,,,,,,,
10,1.0111506,target,,,,,,,,,,,,,
10,1.2789377,target,,,,,,,,,,,,,
5,1.2236195,target,,,,,,,,,,,,,
5,1.2879104,target,,,,,,,,,,,,,
5,1.2387073,target,,,,,,,,,,,,,
10,1.5806233,target,,,,,,,,,,,,,
10,1.5764906,target,,,,,,,,,,,,,
10,1.0805012,target,,,,,,,,,,,,,
10,1.1123593,target,,,,,,,,,,,,,
10,1.4132499,target,,,,,,,,,,,,,
5,1.2892138,target,,,,,,,,,,,,,
5,1.255425,target,,,,,,,,,,,,,
5,1.1211107,target,,,,,,,,,,,,,
10,1.6118775,target,,,,,,,,,,,,,
5,1.2213217,target,,,,,,,,,,,,,
5,1.3057482,target,,,,,,,,,,,,,
10,1.4107404,target,,,,,,,,,,,,,
10,1.0952734,target,,,,,,,,,,,,,
5,1.1573453,target,,,,,,,,,,,,,
10,1.8739171,target,,,,,,,,,,,,,
10,1.4090919,target,,,,,,,,,,,,,
10,3.7489817,target,,,,,,,,,,,,,
10,2.0193662,target,,,,,,,,,,,,,
5,1.1401435,target,,,,,,,,,,,,,
5,1.3532066,target,,,,,,,,,,,,,
5,1.373487,target,,,,,,,,,,,,,
5,1.1560314,target,,,,,,,,,,,,,
5,1.3899751,target,,,,,,,,,,,,,
5,1.0702943,target,,,,,,,,,,,,,
10,1.5623388,target,,,,,,,,,,,,,
10,1.2801679,target,,,,,,,,,,,,,
5,1.1860226,target,,,,,,,,,,,,,
5,1.4551926,target,,,,,,,,,,,,,
10,0.8767776,target,,,,,,,,,,,,,
10,1.3947538,target,,,,,,,,,,,,,
5,1.7069053,target,,,,,,,,,,,,,
5,1.6069173,target,,,,,,,,,,,,,
10,1.4438408,target,,,,,,,,,,,,,
10,2.0804111,target,,,,,,,,,,,,,
10,1.0957069,target,,,,,,,,,,,,,
5,1.4902962,target,,,,,,,,,,,,,
10,1.7473661,target,,,,,,,,,,,,,
10,1.343369,target,,,,,,,,,,,,,
5,1.4067064,target,,,,,,,,,,,,,
10,1.0639904,target,,,,,,,,,,,,,
10,1.8734745,target,,,,,,,,,,,,,
5,1.2938223,target,,,,,,,,,,,,,
10,1.8682134,target,,,,,,,,,,,,,
5,1.1854749,target,,,,,,,,,,,,,
10,3.0222403,target,,,,,,,,,,,,,
10,1.552725,target,,,,,,,,,,,,,
5,1.168329,target,,,,,,,,,,,,,
10,1.4629457,target,,,,,,,,,,,,,
5,1.1378375,target,,,,,,,,,,,,,
10,1.3044006,target,,,,,,,,,,,,,
5,1.5735203,target,,,,,,,,,,,,,
10,1.9630306,target,,,,,,,,,,,,,
10,1.8801268,target,,,,,,,,,,,,,
10,1.2128108,target,,,,,,,,,,,,,
10,2.0963574,target,,,,,,,,,,,,,
5,1.5727736,target,,,,,,,,,,,,,
5,1.3057386,target,,,,,,,,,,,,,
10,2.6473514,target,,,,,,,,,,,,,
5,1.1559848,target,,,,,,,,,,,,,
5,1.572113,target,,,,,,,,,,,,,
5,1.1857746,target,,,,,,,,,,,,,
5,1.2566479,target,,,,,,,,,,,,,
10,1.2630752,target,,,,,,,,,,,,,
5,1.2549816,target,,,,,,,,,,,,,
5,2.3906286,target,,,,,,,,,,,,,
10,2.8321401,target,,,,,,,,,,,,,
5,1.2232856,target,,,,,,,,,,,,,
5,1.0891431,target,,,,,,,,,,,,,
5,1.621207,target,,,,,,,,,,,,,
10,2.8655105,target,,,,,,,,,,,,,
5,1.1557874,target,,,,,,,,,,,,,
10,1.445987,target,,,,,,,,,,,,,
10,1.3456187,target,,,,,,,,,,,,,
5,1.2721479,target,,,,,,,,,,,,,
10,1.1291899,target,,,,,,,,,,,,,
5,1.7245502,target,,,,,,,,,,,,,
5,1.5881699,target,,,,,,,,,,,,,
5,1.1351732,target,,,,,,,,,,,,,
5,1.171472,target,,,,,,,,,,,,,
10,1.5115634,target,,,,,,,,,,,,,
5,2.6587508,target,,,,,,,,,,,,,
5,1.3389657,target,,,,,,,,,,,,,
10,1.2288763,target,,,,,,,,,,,,,
10,1.4455369,target,,,,,,,,,,,,,
5,1.7069993,target,,,,,,,,,,,,,
10,1.1301687,target,,,,,,,,,,,,,
5,1.7062092,target,,,,,,,,,,,,,
5,1.4883707,target,,,,,,,,,,,,,
5,1.0720163,target,,,,,,,,,,,,,
5,1.0569637,target,,,,,,,,,,,,,
10,1.4273715,target,,,,,,,,,,,,,
10,1.7145451,target,,,,,,,,,,,,,
5,1.4395604,target,,,,,,,,,,,,,
5,1.0892079,target,,,,,,,,,,,,,
10,1.5437456,target,,,,,,,,,,,,,
5,1.2558663,target,,,,,,,,,,,,,
5,1.2364723,target,,,,,,,,,,,,,
5,1.0342912,target,,,,,,,,,,,,,
10,1.3316123,target,,,,,,,,,,,,,
5,1.0236262,target,,,,,,,,,,,,,
10,1.1099578,target,,,,,,,,,,,,,
5,1.539046,target,,,,,,,,,,,,,
10,1.194403,target,,,,,,,,,,,,,
10,1.0628436,target,,,,,,,,,,,,,
10,0.9116801,target,,,,,,,,,,,,,
5,1.4225701,target,,,,,,,,,,,,,
10,1.212403,target,,,,,,,,,,,,,
10,1.2313043,target,,,,,,,,,,,,,
5,1.3190954,target,,,,,,,,,,,,,
5,1.1043283,target,,,,,,,,,,,,,
5,1.2046113,target,,,,,,,,,,,,,
5,1.7884198,target,,,,,,,,,,,,,
5,1.1227091,target,,,,,,,,,,,,,
10,1.4944846,target,,,,,,,,,,,,,
10,1.5303357,target,,,,,,,,,,,,,
5,1.2563699,target,,,,,,,,,,,,,
5,1.270995,target,,,,,,,,,,,,,
5,0.9046044,target,,,,,,,,,,,,,
5,2.3735742,target,,,,,,,,,,,,,
